image_source,product_name,product_category,price,skin_type,skin_tone
https://imagesmfl.s3.amazonaws.com/foundation_images/147.jpeg,Perfect Fit Two-Way Foundation（Refill） OC0W,ZA,RM48.90,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/148.jpeg,Cloud Touch DFL Mesh Cushion N610 Gold Honey,Y.O.U,RM49.90,"Normal, Oily",Dark
https://imagesmfl.s3.amazonaws.com/foundation_images/149.jpeg,Lasting Finish 35HR Foundation 400 Natural Beige,RIMMEL,RM49.41,Normal,Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/150.jpeg,Lasting Finish 35HR Foundation 350 Golden Honey,RIMMEL,RM49.41,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/151.jpeg,Lasting Finish 35HR Foundation 160 Vanilla,RIMMEL,RM49.41,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/152.jpeg,Lasting Finish 35HR Foundation 303 Honey,RIMMEL,RM49.41,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/153.jpeg,Lasting Finish 35HR Foundation 201 Classic Beige,RIMMEL,RM49.41,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/154.jpeg,Lasting Finish 35HR Foundation 200 Soft Beige,RIMMEL,RM49.41,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/155.jpeg,Kill Cover The New Founwear Cushion Mini 3 Linen,CLIO,RM79.00,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/156.jpeg,Extremematte Liquid Foundation W3 1S,C.CODE,RM32.90,Oily,Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/157.jpeg,Extremematte Liquid Foundation W1,C.CODE,RM32.90,Oily,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/158.jpeg,Cloud Touch Blurring Skin Tint N610 Golden Honey,Y.O.U,RM36.47,"Normal, Oily",Dark
https://imagesmfl.s3.amazonaws.com/foundation_images/159.jpeg,Kill Cover Mesh Glow Cushion Mini 3 Linen,CLIO,RM79.00,"Dry, Normal",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/160.jpeg,Instaperfect Matte Fit Powder Foundation 33 Warm Olive 13 g,WARDAH,RM38.43,"Normal, Oily",Dark
https://imagesmfl.s3.amazonaws.com/foundation_images/161.jpeg,Skincredible Liquid Foundation 02 Light,BINTI'S,RM20.90,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/162.jpeg,Mega Fit Stick Foundation 01 Natural Ivory,CHOSUNGAH22,RM127.20,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/163.jpeg,Stay All Day 16h Long-lasting Foundation 05 Soft Cream,ESSENCE,RM27.20,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/164.jpeg,Soft Matte Fluid Foundation SPF30PA+++ Soft SMQ201,IN2IT,RM29.94,Normal,Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/165.jpeg,Twin Pack Exclusive Liquid Fdtn 01 LB,WARDAH,RM37.76,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/166.jpeg,NoutriWear+ Vel.Liq.FDation W805 YellowBeige 20ml,Y.O.U,RM39.02,"Dry, Normal",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/167.jpeg,Kind & Free Moisturising Skin Tint 150 Ros Vanilla,RIMMEL,RM34.93,"Dry, Normal",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/168.jpeg,Kind & Free Moisturising Skin Tint 210 Gold Beige,RIMMEL,RM34.93,"Dry, Normal",Dark
https://imagesmfl.s3.amazonaws.com/foundation_images/169.jpeg,Kind & Free Moisturising Skin Tint 400 Nat Beige,RIMMEL,RM34.93,"Dry, Normal",Dark
https://imagesmfl.s3.amazonaws.com/foundation_images/170.jpeg,Clrfit Matte Foundation 33W Olive Beige,WARDAH,RM20.23,"Normal, Oily",Dark
https://imagesmfl.s3.amazonaws.com/foundation_images/171.jpeg,Clrfit Matte Foundation 52N Almond,WARDAH,RM20.23,"Normal, Oily",Dark
https://imagesmfl.s3.amazonaws.com/foundation_images/172.jpeg,Match Perfection Foundation 201 Classic Beige 1's,RIMMEL,RM36.81,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/173.jpeg,Mikadation Pro Foundation MD.2,MIKASERIES,RM69.90,Oily,Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/174.jpeg,Exclusive Liquid Foundation 01 Light Beige 1's,WARDAH,RM26.95,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/175.jpeg,PHOTO FOCUS FOUNDATION SOFT BEIGE E365C,WET N WILD,RM56.90,Oily,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/176.jpeg,True Match Liquid Foundation G2 Gold Shell 1's,L'OREAL PARIS MAKEUP,RM53.13,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/177.jpeg,Matt Mousse Make Up 02 Matt Beige 1pc,ESSENCE,RM22.40,Oily,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/178.jpeg,True Match Liquid Foundation N4 Nude Beige 1pc,L'OREAL PARIS MAKEUP,RM53.13,"Normal, Oily",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/179.png,Superstay Lumi Matte 111,MAYBELLINE,RM65.90,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/180.png,Superstay Lumi Matte 120,MAYBELLINE,RM65.90,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/181.png,Superstay Lumi Matte 128,MAYBELLINE,RM65.90,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/182.png,Superstay Lumi Matte 228,MAYBELLINE,RM65.90,"Normal, Oily",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/183.png,Superstay Lumi Matte 230,MAYBELLINE,RM65.90,"Normal, Oily",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/184.png,Superstay Lumi Matte 115,MAYBELLINE,RM65.90,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/185.png,Superstay Lumi Matte 330,MAYBELLINE,RM65.90,"Normal, Oily",Dark
https://imagesmfl.s3.amazonaws.com/foundation_images/186.png,Superstay Lumi Matte 310,MAYBELLINE,RM65.90,"Normal, Oily",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/187.png,Superstay Lumi Matte 123,MAYBELLINE,RM65.90,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/188.png,Superstay Lumi Matte 311,MAYBELLINE,RM65.90,"Normal, Oily",Dark
https://imagesmfl.s3.amazonaws.com/foundation_images/189.png,Superstay Lumi Matte 340,MAYBELLINE,RM65.90,"Normal, Oily",Dark
https://imagesmfl.s3.amazonaws.com/foundation_images/190.png,Superstay Lumi Matte 132,MAYBELLINE,RM65.90,"Normal, Oily",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/191.png,Superstay Lumi Matte 326,MAYBELLINE,RM65.90,"Normal, Oily",Dark
https://imagesmfl.s3.amazonaws.com/foundation_images/192.jpeg,Silky Lasting Liquid Foundation HC01 Cool Porcelain,ZEESEA,RM47.90,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/193.jpeg,Silky Lasting Liquid Foundation MW02 Warm Beige,ZEESEA,RM47.90,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/194.jpeg,Silky Lasting Liquid Foundation MW01 Warm Ivory,ZEESEA,RM47.90,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/195.jpeg,Silky Lasting Liquid Foundation HC02 Cool Pale Beige,ZEESEA,RM47.90,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/196.jpeg,The British Museum Angel Cupid Series Cushion Foundation N02 Beige,ZEESEA,RM47.90,"Dry, Normal",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/197.jpeg,Soft & Velvet Matte Powder Foundation 02 Light,JUDYDOLL,RM59.90,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/198.jpeg,Kill Cover Skin Fixer Cushion 21C Lingerie,CLIO,RM159.00,"Dry, Normal",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/199.jpeg,The British Museum Angel Cupid Series Cushion Foundation N01 Ivory,ZEESEA,RM47.90,"Dry, Normal",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/200.jpeg,Traceless Cloud-Touch Cream Foundation B30,JUDYDOLL,RM69.90,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/201.jpeg,Traceless Cloud-Touch Cream Foundation N20,JUDYDOLL,RM69.90,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/202.jpeg,Traceless Cloud-Touch Cream Foundation P00,JUDYDOLL,RM69.90,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/203.jpeg,Everlast Cushion Foundation N20 Light,JUDYDOLL,RM69.90,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/204.jpeg,FC C.Fdt  + Essence Light Beige FC01,SIMPLYSITI,RM59.90,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/205.jpeg,FC C.Fdt  + Essence Natural Beige FC02,SIMPLYSITI,RM59.90,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/206.jpeg,Copy Paste Breathable Cushion - Butter 1S,SOMETHINC,RM55.25,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/207.jpeg,Instant Invisible Oil Control Foundation  PO00,ZA,RM49.90,Oily,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/208.jpeg,Perfect Fit Two-Way Foundation（Refill） PO20,ZA,RM48.90,Normal,Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/209.jpeg,Perfect Fit Two-Way Foundation（Refill） OC20,ZA,RM48.90,Normal,Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/210.jpeg,Perfect Fit Two-Way Foundation（Refill） OC10,ZA,RM48.90,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/211.jpeg,Instant Invisible Oil Control Foundation PO0W,ZA,RM49.90,Oily,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/212.jpeg,Instant Invisible Oil Control Foundation OC20,ZA,RM49.90,Oily,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/213.jpeg,Instant Invisible Oil Control Foundation OC10,ZA,RM49.90,Oily,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/214.jpeg,Lasting Finish 35HR Foundation 050 Fair Porcelain,RIMMEL,RM49.41,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/215.jpeg,Lasting Finish 35HR Foundation 010 Rose Ivory,RIMMEL,RM49.41,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/216.jpeg,Lasting Finish 35HR Foundation 203 True Beige,RIMMEL,RM49.41,Normal,Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/217.jpeg,Lasting Finish 35HR Foundation 103 True Ivory,RIMMEL,RM49.41,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/218.jpeg,Lasting Finish 35HR Foundation 300 Sand,RIMMEL,RM49.41,Normal,Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/219.jpeg,Superdewy Tinted Moisturiser Caramel 55ml,REVOLUTION,RM77.31,Normal,Dark
https://imagesmfl.s3.amazonaws.com/foundation_images/220.jpeg,Superdewy Tinted Moisturiser Medium Tan 55ml,REVOLUTION,RM77.31,Normal,Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/221.jpeg,Superdewy Tinted Moisturiser Medium 55ml,REVOLUTION,RM77.31,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/222.jpeg,Superdewy Tinted Moisturiser Medium Light 55ml,REVOLUTION,RM77.31,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/223.jpeg,IRL Filter Longwear Foundation F12 23ml,REVOLUTION,RM83.61,Normal,Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/224.jpeg,IRL Filter Longwear Foundation F1 23ml,REVOLUTION,RM83.61,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/225.jpeg,IRL Filter Longwear Foundation F10 23ml,REVOLUTION,RM83.61,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/226.jpeg,IRL Filter Longwear Foundation F5 23ml,REVOLUTION,RM83.61,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/227.jpeg,IRL Filter Longwear Foundation F7 23ml,REVOLUTION,RM83.61,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/228.jpeg,IRL Filter Longwear Foundation F4 23ml,REVOLUTION,RM83.61,Normal,Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/229.jpeg,Extremematte Liquid Foundation C3 1S,C.CODE,RM32.90,Oily,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/230.jpeg,Extremematte Liquid Foundation N1 1S,C.CODE,RM32.90,Oily,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/231.jpeg,Extremematte Liquid Foundation W4 1S,C.CODE,RM32.90,Oily,Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/232.jpeg,Extremematte Liquid Foundation W2 1S,C.CODE,RM32.90,Oily,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/233.jpeg,Extremematte Liquid Foundation N3 1S,C.CODE,RM32.90,Oily,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/234.jpeg,Extremematte Liquid Foundation N4 1S,C.CODE,RM32.90,Oily,Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/235.jpeg,Kill Cover The New Founwear Cushion Mini 4 Ginger,CLIO,RM79.00,"Normal, Oily",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/236.jpeg,Kill Cover Mesh Glow Cushion 4 Ginger,CLIO,RM132.00,"Dry, Normal",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/237.jpeg,Kill Cover Mesh Glow Cushion Mini 4 Ginger,CLIO,RM79.00,"Dry, Normal",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/238.jpeg,Illuminance Skin Caring Foundation 313 Light Tan,REVLON,RM69.90,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/239.jpeg,Illuminance Skin Caring Foundation 113 Ivory Beige,REVLON,RM69.90,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/240.jpeg,Insta P Skinfocus Cover Fdtn 52 Almond 30Ml,WARDAH,RM39.83,Normal,Dark
https://imagesmfl.s3.amazonaws.com/foundation_images/241.jpeg,Insta P Skinfocus Cover Fdtn 33 WO 30Ml,WARDAH,RM39.83,Normal,Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/242.jpeg,Insta P Skinfocus Cover Fdtn 32 TB 30Ml,WARDAH,RM39.83,Normal,Dark
https://imagesmfl.s3.amazonaws.com/foundation_images/243.jpeg,Insta P Skinfocus Cover Fdtn 11 FP 30Ml,WARDAH,RM39.83,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/244.jpeg,Insta P Skinfocus Cover Fdtn 43 CS 30Ml,WARDAH,RM39.83,Normal,Dark
https://imagesmfl.s3.amazonaws.com/foundation_images/245.jpeg,Instaperfect Matte Fit Powder Foundation 52 Almond 13 g,WARDAH,RM38.43,Normal,Dark
https://imagesmfl.s3.amazonaws.com/foundation_images/246.jpeg,Men Oil Control Liquid Foundation SPF30 PA+++ Sand MOQM101,IN2IT MEN,RM23.12,Oily,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/247.jpeg,Skincredible Liquid Foundation 01 Ivory,BINTI'S,RM20.90,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/248.jpeg,Skincredible Liquid Foundation 03 Natural,BINTI'S,RM20.90,Normal,Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/249.jpeg,Photo Focus Foundation Desert Beige,WET N WILD,RM56.90,Oily,Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/250.jpeg,Double Lasting Foundation 21N1,ETUDE HOUSE,RM63.00,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/251.jpeg,Double Lasting Foundation 25N1,ETUDE HOUSE,RM63.00,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/252.jpeg,Double Lasting Foundation 23N1,ETUDE HOUSE,RM63.00,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/253.jpeg,One Shot Cover Cushion 02 Sand Beige,CHOSUNGAH22,RM135.20,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/254.jpeg,Muse Pressed Foundation 03 Caramel Touch 6g,DAZZLE ME,RM18.90,"Normal, Oily",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/255.jpeg,Mega Fit Stick Foundation 02 Natural Beige,CHOSUNGAH22,RM127.20,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/256.jpeg,Satin Layer Cushion SPF50+ PA++++ P01 Peach Beige,CHOSUNGAH22,RM101.50,"Dry, Normal",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/257.jpeg,Satin Layer Cushion SPF50+ PA++++ N01 Natural Beige,CHOSUNGAH22,RM101.50,"Dry, Normal",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/258.jpeg,Bounce Up Pact Ultra Set 01 Light Beige,CHOSUNGAH22,RM108.00,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/259.jpeg,Bounce Up Pact Ultra Set 02 Sand Beige,CHOSUNGAH22,RM108.00,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/260.jpeg,Satin Layer Cushion SPF50+ PA++++ N02 Natural Medium,CHOSUNGAH22,RM101.50,"Dry, Normal",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/261.jpeg,One Shot Cover Cushion 01 Light Beige,CHOSUNGAH22,RM135.20,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/262.jpeg,Satin Layer Cushion SPF50+ PA++++ P02 Peach Medium,CHOSUNGAH22,RM101.50,"Dry, Normal",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/263.jpeg,Long Lasting Water Pact Clear #23,LUNA,RM169.00,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/264.jpeg,Exclusive Liquid Foundation 05 Coffee Beige 1's,WARDAH,RM26.95,Normal,Dark
https://imagesmfl.s3.amazonaws.com/foundation_images/265.jpeg,Make-up Cover 218,DERMACOL,RM68.90,Normal,Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/266.jpeg,Soft Matte Fluid Foundation SPF30PA+++ Warm SMQ301,IN2IT,RM29.94,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/267.jpeg,Kill Cover New Matte Foundation Spf20 Pa 3 Linen,CLIO,RM165.00,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/268.jpeg,Kill Cover New Matte Foundation Spf20 Pa 4 Ginger,CLIO,RM165.00,"Normal, Oily",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/269.jpeg,Twin Pack Exclusive Liquid Fdtn 02 SP,WARDAH,RM37.76,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/270.jpeg,Twin Pack Excl Two Way Cake 02 Light Beige 12 g,WARDAH,RM42.56,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/271.jpeg,Real Cover Liquid Semi Matte 03,KATE,RM78.50,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/272.jpeg,NoutriWear+ Vel.Liq.Fdation W703 WarmIvory 20ml,Y.O.U,RM39.02,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/273.jpeg,NoutriWear+ Vel.Liq.FDation C304 PinkNude 20ml,Y.O.U,RM39.02,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/274.jpeg,Real Cover Liquid Semi Matte 04,KATE,RM78.50,"Normal, Oily",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/275.jpeg,Kill Cover Fixer Cushion #3.0BY Linen,CLIO,RM148.50,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/276.jpeg,Kill Cover Glow Fitting Cushion SPF50 #4.0BO Ginger,CLIO,RM165.00,"Normal, Oily",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/277.jpeg,Long Lasting Foundation 23,LUNA,RM139.00,"Normal, Oily",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/278.jpeg,Kind & Free Moisturising Skin Tint 160 Vanilla,RIMMEL,RM34.93,"Dry, Normal",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/279.jpeg,Powermatte Liquid Foundation N4 30ml,C.CODE,RM36.47,"Normal, Oily",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/280.jpeg,Matte All Day Serum Foundation 03 Buff,SILKYGIRL,RM31.50,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/281.jpeg,Perfect Cover DD Cream Light 40ml,DR. WU,RM89.40,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/282.jpeg,Infallible 32H Matte Cover Foundation 30,L'OREAL PARIS MAKEUP,RM55.92,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/283.jpeg,Long  Cover Foundation 20,CEZANNE,RM35.94,Normal,Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/284.jpeg,Long  Cover Foundation 10,CEZANNE,RM35.94,Normal,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/285.jpeg,ColorStay Powder Foundation 300 Gld Beige Refill,REVLON,RM49.90,"Normal, Oily",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/286.jpeg,Fit Me Matte Foundation 18ML TUBE 310 SUN BEIGE,MAYBELLINE,RM39.90,"Normal, Oily",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/287.jpeg,Fit Me Matte Foundation 18ML TUBE 228 SOFT TAN,MAYBELLINE,RM39.90,"Normal, Oily",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/288.jpeg,Fit Me Matte Foundation 18ML TUBE 230 NATURAL BUFF,MAYBELLINE,RM39.90,"Normal, Oily",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/289.jpeg,Fit Me Matte Foundation 18ML TUBE 128 WARM NUDE,MAYBELLINE,RM39.90,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/290.jpeg,REV CS POWDER FDN MED BIEGE,REVLON,RM75.90,"Normal, Oily",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/291.jpeg,Fit Me Matte Liq Foundation SPF  122 Creamy Beige,MAYBELLINE,RM36.98,"Normal, Oily",Medium
https://imagesmfl.s3.amazonaws.com/foundation_images/292.jpeg,PHOTO FOCUS FOUNDATION GOLDEN BEIGE E368C,WET N WILD,RM56.90,Oily,Light
https://imagesmfl.s3.amazonaws.com/foundation_images/293.jpeg,True Match Liquid Foundation G4 Gold Beige 1's,L'OREAL PARIS MAKEUP,RM75.90,"Normal, Oily",Dark
https://imagesmfl.s3.amazonaws.com/foundation_images/294.jpeg,Cloud Touch DFL Mesh Cushion  N402 Shell Ivory,Y.O.U,RM49.90,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/295.jpeg,Cloud Touch DFL Mesh Cushion N504 Rose Vani,Y.O.U,RM49.90,"Normal, Oily",Light
https://imagesmfl.s3.amazonaws.com/foundation_images/296.jpeg,Exclusive Liquid Foundation 03 Sandy Beige 1's,WARDAH,RM26.95,"Normal, Oily",Medium
